,Produktgruppe,Menge,Gewicht,Mass 1,Kunden-Nr.,Land,Zustellercode,Transportschaden
147,ROLLO,1.0,1.31,80.0,35950,DE,UPS,0
148,PROSPEKTE,350.0,7.395,0.0,16753,DE,UPS,0
149,ROLLO,1.0,8.395,180.0,35950,DE,UPS,0
150,SONSTIGE,4.048,2.385,0.0,31370,DE,UPS,0
151,PLISSEE_20,1.0,0.95,75.6,20467,DE,UPS,0
152,PLISSEE_WA,1.0,0.64,45.5,22756,CH,UPS_CH,0
153,PROSPEKTE,350.0,7.405,0.0,27472,DE,UPS,0
154,ROLLO,1.0,7.48,140.0,35950,DE,UPS,0
155,PLISSEE_20,4.0,1.325,32.5,22756,CH,UPS_CH,0
156,PLISSEE_WA,3.0,1.425,41.5,22756,CH,UPS_CH,0
157,PLISSEE_20,2.0,3.06,181.0,30983,FR,UPS,0
158,ROLLO,1.0,2.245,120.9,35950,DE,UPS,0
159,PROSPEKTE,350.0,7.405,0.0,19551,DE,UPS,0
160,PLISSEE_20,5.0,3.67,342.0,29198,DE,UPS,0
161,PLISSEE_20,2.0,3.1,203.0,22756,CH,UPS_CH,0
162,PLISSEE_WA,2.0,3.615,203.70000000000002,22756,CH,UPS_CH,0
163,PLISSEE_20,4.0,2.94,325.5,15090,DE,UPS,0
164,PROSPEKTE,350.0,7.405,0.0,28440,DE,UPS,0
165,PROSPEKTE,350.0,7.405,0.0,19613,DE,UPS,0
166,PROSPEKTE,350.0,7.405,0.0,15237,DE,UPS,0
167,PLISSEE_20,3.0,2.58,269.4,28984,DE,UPS,0
168,PLISSEE_20,1.0,1.315,105.7,35950,DE,UPS,0
169,PLISSEE_20,2.0,1.68,167.9,19590,DE,UPS,0
170,PROSPEKTE,350.0,7.405,0.0,29170,DE,UPS,0
171,PROSPEKTE,350.0,7.405,0.0,19508,DE,UPS,0
172,PLISSEE_20,1.0,0.91,73.4,27117,DE,UPS,0
173,PLISSEE_20,1.0,0.93,86.6,22009,DE,UPS,0
174,PROSPEKTE,350.0,7.405,0.0,23830,DE,UPS,0
175,PLISSEE_WA,2.0,2.16,101.0,29943,DE,UPS,0
176,PROSPEKTE,350.0,7.405,0.0,26630,DE,UPS,0
177,ROLLO,1.0,3.335,127.5,35950,DE,UPS,0
178,PLISSEE_20,3.0,1.52,126.0,19296,DE,UPS,0
179,PROSPEKTE,350.0,7.405,0.0,17577,DE,UPS,0
180,REPARATUR,1.0,1.32,87.0,37340,DE,UPS,0
181,PLISSEE_20,3.0,2.61,162.7,20557,DE,UPS,0
182,ROLLO,1.0,4.39,170.0,25889,DE,UPS,0
183,PROSPEKTE,350.0,7.405,0.0,27949,DE,UPS,0
184,ROLLO,12.0,4.745,194.0,35950,DE,UPS,0
185,PLISSEE_20,3.0,2.31,195.0,16411,DE,UPS,0
186,PLISSEE_20,2.0,2.69,179.4,34118,FR,UPS,0
187,PROSPEKTE,350.0,7.405,0.0,29110,DE,UPS,0
188,ROLLO,1.0,4.83,165.0,35950,DE,UPS,0
189,PROSPEKTE,350.0,7.405,0.0,20710,DE,UPS,0
190,PLISSEE_20,4.0,2.43,71.2,20751,DE,UPS,0
191,ROLLO,1.0,8.0,171.5,35950,CH,UPS,1
192,PLISSEE_20,4.0,4.44,283.0,27201,FR,UPS,0
193,PLISSEE_20,3.0,2.7,60.0,29588,FR,UPS,0
194,ROLLO,3.0,1.16,60.0,15237,DE,UPS,0
195,PROSPEKTE,350.0,7.405,0.0,17811,DE,UPS,0
196,PROSPEKTE,350.0,7.405,0.0,24605,DE,UPS,0
197,PLISSEE_20,1.0,0.75,64.0,25545,DE,UPS,0
198,PLISSEE_20,2.0,1.1,94.8,28959,DE,UPS,0
199,ROLLO,3.0,1.66,80.0,35950,DE,UPS,0
200,PROSPEKTE,350.0,7.405,0.0,17729,DE,UPS,0
201,PROSPEKTE,350.0,7.405,0.0,34269,DE,UPS,0
202,REPARATUR,1.0,0.69,99.9,27667,DE,UPS,0
203,PRÜFUNG,1.0,1.17,100.0,15897,DE,UPS,0
204,JALOUSIE,1.0,1.96,80.0,35950,DE,UPS,0
205,PROSPEKTE,350.0,7.405,0.0,16439,DE,UPS,0
206,PLISSEE_WA,3.0,1.92,110.9,17011,DE,UPS,0
207,PROSPEKTE,350.0,7.405,0.0,23334,DE,UPS,0
208,PLISSEE_20,1.0,1.04,78.0,30848,DE,UPS,0
209,PLISSEE_20,1.0,0.82,65.5,23612,DE,UPS,0
210,PLISSEE_WA,1.0,1.08,74.2,18027,DE,UPS,0
211,PLISSEE_WA,1.0,1.51,91.5,21128,DE,UPS,0
212,REPARATUR,1.0,0.81,64.5,15187,DE,UPS,0
213,PRÜFUNG,1.0,1.3,71.0,36101,FR,UPS,0
214,PLISSEE_WA,1.0,1.15,83.0,15001,DE,UPS,0
215,ROLLO,2.0,1.915,80.0,35950,DE,UPS,0
216,PLISSEE_20,2.0,1.63,66.8,20913,DE,UPS,0
217,ROLLO,1.0,1.535,94.4,35950,DE,UPS,0
218,ROLLO,1.0,1.7,127.0,35950,DE,UPS,0
219,REPARATUR,1.0,1.08,99.9,22021,DE,UPS,0
220,PLISSEE_WA,2.0,1.59,124.8,16411,DE,UPS,0
221,ROLLO,3.0,4.69,320.0,35950,DE,UPS,0
222,ROLLO,2.0,2.91,170.0,35950,DE,UPS,0
223,PLISSEE_WA,2.0,1.06,50.0,16395,DE,UPS,0
224,ROLLO,1.0,1.53,104.5,35950,DE,UPS,0
225,PLISSEE_20,1.0,1.2,102.1,22948,DE,UPS,0
226,REPARATUR,1.0,1.05,76.5,22217,DE,UPS,0
227,ROLLO,9.0,3.56,82.7,35950,DE,UPS,0
228,JALOUSIE,2.0,2.96,166.0,22756,CH,UPS_CH,0
229,PLISSEE_20,1.0,0.82,60.1,22756,CH,UPS_CH,0
230,JALOUSIE,1.0,3.3,128.0,19520,DE,UPS,0
231,ROLLO,3.0,10.46,206.0,35950,DE,UPS,0
232,ROLLO,9.0,3.295,246.89999999999998,35950,DE,UPS,0
233,ROLLO,5.4399999999999995,15.265,131.0,19355,DE,UPS,0
234,ROLLO,1.0,6.27,190.0,35950,DE,UPS,0
235,ROLLO,9.0,4.335,274.5,35950,DE,UPS,0
236,PLISSEE_20,1.0,0.5,32.2,18170,DE,UPS,0
237,PLISSEE_20,1.0,0.76,49.7,35071,NL,UPS,0
238,ROLLO,1.0,1.215,84.5,35950,CH,UPS,0
239,PLISSEE_20,1.0,0.9,74.0,28984,DE,UPS,0
240,JALOUSIE,1.0,2.86,128.0,21543,DE,UPS,0
241,JALOUSIE,4.0,2.49,86.0,20271,DE,UPS,0
242,JALOUSIE,2.0,2.34,56.1,24733,DE,UPS,0
243,JALOUSIE,1.0,2.36,104.0,20552,DE,UPS,0
244,JALOUSIE,2.0,5.95,217.7,36796,BE,UPS,0
245,ROLLO,1.0,2.115,120.0,35950,DE,UPS,0
246,JALOUSIE,2.0,4.66,205.0,16660,DE,UPS,0
247,ROLLO,1.0,2.145,108.0,35950,DE,UPS,0
248,ROLLO,7.0,2.91,213.0,35950,DE,UPS,0
249,JALOUSIE,2.0,3.93,68.0,24272,AT,UPS,0
250,JALOUSIE,1.0,1.39,49.5,36719,DE,UPS,0
251,ROLLO,3.0,1.82,83.0,35950,CH,UPS,0
252,JALOUSIE,2.0,2.46,116.0,30735,FR,UPS,0
253,JALOUSIE,2.0,3.15,70.0,18430,DE,UPS,0
254,JALOUSIE,1.0,2.39,96.8,17060,DE,UPS,0
255,ROLLO,1.0,3.215,56.5,27371,FR,UPS,0
256,JALOUSIE,1.0,1.61,49.8,33458,FR,UPS,0
257,ROLLO,12.0,3.49,280.0,35950,CH,UPS,0
258,ROLLO,1.0,4.21,90.0,35950,DE,UPS,0
259,PLISSEE_20,1.0,1.11,77.4,29451,BE,UPS,0
260,PLISSEE_20,1.0,1.01,76.1,19840,DE,UPS,0
261,PLISSEE_20,1.0,1.24,92.6,27949,DE,UPS,0
262,ROLLO,2.0,2.065,196.0,35950,DE,UPS,0
263,PLISSEE_20,2.0,1.75,68.0,22051,DE,UPS,0
264,PLISSEE_WA,1.0,1.4,100.2,24089,DE,UPS,0
265,ROLLO,1.0,1.89,75.7,19613,DE,UPS,0
266,ROLLO,1.0,1.55,120.0,35950,DE,UPS,0
267,PLISSEE_20,4.0,3.71,81.5,33902,DE,UPS,0
268,PLISSEE_20,4.0,3.17,218.0,15920,DE,UPS,0
269,PLISSEE_20,2.0,1.76,70.0,28084,DE,UPS,0
270,ROLLO,1.0,1.495,110.0,35950,DE,UPS,0
271,ROLLO,2.0,1.44,89.0,29466,FR,UPS,0
272,PLISSEE_20,2.0,1.63,80.4,35888,DE,UPS,0
273,INSCHUTZ,2.0,0.0,0.0,16402,DE,AUSL._FA,0
274,INSCHUTZ,2.0,0.0,0.0,25556,DE,AUSL._FA,0
275,PLISSEE_20,2.0,1.76,170.5,21074,DE,UPS,0
276,PLISSEE_20,3.0,2.33,163.0,26007,DE,UPS,0
277,ROLLO,2.0,2.975,113.0,35950,DE,UPS,0
278,PLISSEE_20,3.0,3.47,191.6,26007,DE,UPS,0
279,PLISSEE_WA,1.0,1.23,80.6,20398,DE,UPS,0
280,PLISSEE_20,1.0,0.81,45.5,17577,DE,UPS,0
281,PLISSEE_20,1.0,1.05,78.0,23005,DE,UPS,0
282,ROLLO,1.0,2.31,110.0,35950,DE,UPS,0
283,PLISSEE_20,2.0,1.61,77.8,36598,DE,UPS,0
284,ROLLO,1.0,1.88,117.3,19355,DE,UPS,0
285,PLISSEE_20,1.0,1.3,100.0,20832,DE,UPS,0
286,ROLLO,2.0,2.83,80.0,35950,DE,UPS,0
287,ROLLO,2.0,2.65,97.3,19355,DE,UPS,0
288,PLISSEE_20,3.0,2.21,72.7,17241,DE,UPS,0
289,PLISSEE_WA,3.0,2.22,115.5,18455,DE,UPS,0
290,PLISSEE_20,3.0,1.54,85.5,15102,DE,UPS,0
291,ROLLO,7.0,19.235,822.0,36042,FR,UPS,0
292,ROLLO,3.0,9.31,406.0,19388,DE,UPS,0
293,PLISSEE_20,4.0,4.35,299.1,22009,DE,UPS,0
294,PLISSEE_20,3.0,2.34,223.4,20599,DE,UPS,0
295,ROLLO,4.0,6.57,254.0,35950,DE,UPS,0
296,PLISSEE_20,3.0,3.61,328.3,16395,DE,UPS,0
297,PLISSEE_20,4.0,3.57,342.0,24605,DE,UPS,0
298,PLISSEE_20,2.0,1.61,64.0,16255,DE,UPS,0
299,PROSPEKTE,350.0,7.4,0.0,23267,DE,UPS,0
300,PLISSEE_20,2.0,1.41,124.2,29430,DE,UPS,0
301,ROLLO,8.0,22.235,966.0,30012,IT,UPS,0
302,PROSPEKTE,350.0,7.4,0.0,15325,DE,UPS,0
303,PLISSEE_20,1.0,1.14,91.0,21074,DE,UPS,0
304,PROSPEKTE,350.0,7.4,0.0,30156,DE,UPS,0
305,PLISSEE_20,2.0,2.16,207.7,26832,DE,UPS,0
306,PROSPEKTE,350.0,7.4,0.0,18124,DE,UPS,0
307,PLISSEE_20,2.0,1.88,179.0,27629,DE,UPS,0
308,PLISSEE_20,2.0,2.38,129.0,19298,DE,UPS,0
309,PROSPEKTE,350.0,7.405,0.0,26428,DE,UPS,0
310,PLISSEE_20,2.0,1.77,162.6,27848,DE,UPS,0
311,PROSPEKTE,350.0,7.405,0.0,20794,DE,UPS,0
312,PLISSEE_20,1.0,1.15,88.0,29777,DE,UPS,0
313,PLISSEE_20,2.0,2.18,86.0,19082,DE,UPS,0
314,PLISSEE_20,1.0,1.25,97.5,20381,DE,UPS,0
315,PROSPEKTE,350.0,7.4,0.0,19590,DE,UPS,0
316,PROSPEKTE,350.0,7.4,0.0,34742,DE,UPS,0
317,PLISSEE_WA,3.0,3.01,280.5,34203,DE,UPS,0
318,PLISSEE_20,3.0,4.315,293.2,30287,DE,UPS,0
319,PROSPEKTE,350.0,7.405,0.0,35731,DE,UPS,0
320,PLISSEE_20,4.0,5.01,340.0,22756,CH,UPS_CH,0
321,PROSPEKTE,350.0,7.405,0.0,27789,DE,UPS,0
322,ROLLO,3.0,12.0,512.5,30011,IT,UPS,0
323,ROLLO,2.0,2.77,211.0,35950,AT,UPS,0
324,PROSPEKTE,350.0,7.405,0.0,20913,DE,UPS,0
325,PROSPEKTE,350.0,7.405,0.0,18261,DE,UPS,0
326,PROSPEKTE,350.0,7.405,0.0,29411,DE,UPS,0
327,PROSPEKTE,350.0,7.405,0.0,30568,DE,UPS,0
328,PLISSEE_20,1.0,0.78,54.2,25899,DE,UPS,0
329,ROLLO,1.0,3.485,140.0,35950,DE,UPS,0
330,PLISSEE_20,2.0,1.37,132.3,15978,DE,UPS,0
331,ROLLO,1.0,1.79,120.0,35950,DE,UPS,0
332,PROSPEKTE,350.0,7.405,0.0,34727,DE,UPS,0
333,PLISSEE_20,5.0,4.49,406.0,23851,DE,UPS,0
334,PLISSEE_20,3.0,1.89,135.3,24163,DE,UPS,0
335,PROSPEKTE,350.0,7.4,0.0,25768,DE,UPS,0
336,PLISSEE_WA,5.0,4.79,361.2,17348,DE,UPS,0
337,PROSPEKTE,350.0,7.4,0.0,28585,DE,UPS,0
338,PLISSEE_20,4.0,2.99,233.5,28005,DE,UPS,0
339,ROLLO,1.0,0.985,70.0,35950,DE,UPS,0
340,PLISSEE_20,3.0,1.49,45.0,27949,DE,UPS,0
341,PROSPEKTE,350.0,7.4,0.0,33387,DE,UPS,0
342,PROSPEKTE,350.0,7.4,0.0,15054,DE,UPS,0
343,PLISSEE_WA,2.0,4.285,268.4,24163,DE,UPS,0
344,JALOUSIE,1.0,2.275,102.0,35950,DE,UPS,0
345,PLISSEE_20,3.0,3.34,224.6,22756,CH,UPS_CH,0
346,PLISSEE_20,1.0,1.29,94.3,21066,DE,UPS,0
347,PLISSEE_20,1.0,3.095,170.5,15134,DE,UPS,0
348,JALOUSIE,2.0,2.635,176.0,35950,DE,UPS,0
349,ROLLO,9.0,31.35,1502.0,35950,DE,UPS,0
350,ROLLO,2.0,7.17,290.0,35950,AT,UPS,0
351,ETIKETTEN,435.0,8.98,0.0,37301,DE,UPS,0
352,KOLLEKTION,9.0,7.065,0.0,22316,DE,UPS,0
353,KOLLEKTION,8.0,6.33,0.0,29777,DE,UPS,0
354,KOLLEKTION,7.0,5.605,0.0,19355,DE,UPS,0
355,KOLLEKTION,25.0,19.35,0.0,15102,DE,UPS,0
356,PLISSEE_20,4.0,4.34,354.20000000000005,34387,DE,UPS,0
357,PLISSEE_20,1.0,1.15,86.9,19590,DE,UPS,0
358,PLISSEE_20,7.0,4.48,255.6,15277,DE,UPS,0
359,REPARATUR,1.0,2.745,99.9,24030,DE,UPS,0
360,PLISSEE_20,3.0,3.41,299.0,36912,FR,UPS,0
361,PLISSEE_20,2.0,2.39,98.4,33754,DE,UPS,0
362,PLISSEE_20,2.0,2.31,218.0,21547,DE,UPS,0
363,JALOUSIE,1.0,4.515,160.0,20540,DE,UPS,0
364,PLISSEE_20,2.0,1.35,61.2,21128,DE,UPS,0
365,PLISSEE_20,1.0,1.2,81.7,36886,DE,UPS,0
366,REPARATUR,1.0,3.82,150.0,34232,IT,UPS,0
367,REPARATUR,2.0,1.5,155.7,34097,DE,UPS,0
368,JALOUSIE,1.0,5.805,0.0,27201,FR,UPS,0
369,KOLLEKTION,4.0,3.225,0.0,29469,DE,UPS,0
370,JALOUSIE,4.0,6.65,404.0,19144,DE,UPS,0
371,PLISSEE_20,7.0,5.48,467.9,15594,DE,UPS,0
372,ROLLO,1.0,2.74,116.0,27447,BE,UPS,0
373,KOLLEKTION,4.0,3.24,0.0,17309,DE,UPS,0
374,PLISSEE_WA,6.0,4.17,250.6,29035,DE,UPS,0
375,KOLLEKTION,4.0,3.225,0.0,23386,DE,UPS,0
376,PLISSEE_20,13.0,14.955,916.3,19840,DE,UPS,0
377,PLISSEE_20,40.0,5.13,45.0,20113,DE,UPS,0
378,KOLLEKTION,4.0,3.235,0.0,22856,DE,UPS,0
379,ROLLO,4.0,7.495,281.0,35950,DE,UPS,0
380,ROLLO,1.0,2.94,100.0,17577,DE,UPS,0
381,KOLLEKTION,4.0,3.23,0.0,23005,DE,UPS,0
382,PLISSEE_20,10.0,6.445,257.3,35950,DE,UPS,0
383,PLISSEE_20,7.0,5.55,377.4,15635,DE,UPS,0
384,KOLLEKTION,6.0,4.695,0.0,27280,DE,UPS,0
385,KOLLEKTION,6.0,4.685,0.0,35071,DE,UPS,0
386,JALOUSIE,3.0,13.045,80.0,35963,FR,UPS,0
387,REPARATUR,1.0,1.22,99.9,16632,DE,UPS,0
388,KOLLEKTION,4.0,3.225,0.0,20827,DE,UPS,0
389,PLISSEE_20,1.0,1.49,107.0,17795,DE,UPS,0
390,JALOUSIE,5.0,9.75,403.3,29198,DE,UPS,0
391,KOLLEKTION,4.0,3.235,0.0,17011,DE,UPS,0
392,ROLLO,1.0,2.2,98.6,16632,DE,UPS,0
393,KOLLEKTION,5.0,3.955,0.0,17119,DE,UPS,0
394,PLISSEE_20,4.0,3.33,330.6,26039,DE,UPS,0
395,PLISSEE_20,1.0,0.58,40.2,35950,DE,UPS,0
396,ROLLO,18.0,5.12,147.0,27210,DE,UPS,0
397,KOLLEKTION,5.0,3.97,0.0,20796,DE,UPS,0
398,PLISSEE_20,6.0,6.56,233.10000000000002,17718,DE,UPS,0
399,PLISSEE_20,10.0,9.285,483.5,20615,DE,UPS,0
400,KOLLEKTION,5.0,3.975,0.0,17885,DE,UPS,0
401,PLISSEE_20,3.0,2.175,127.4,35950,DE,UPS,0
402,KOLLEKTION,5.0,3.97,0.0,20599,DE,UPS,0
403,REPARATUR,11.0,10.37,683.1,26052,DE,UPS,0
